Date,Log
09.05.2020,"9693,GameA,14,2,1.34947"
09.05.2020,"9693,GameA,15,1,1.01678"
09.05.2020,"9693,GameA,16,3,3.416785"
09.05.2020,"9693,GameA,17,2,1.36612"
09.05.2020,"9693,GameA,18,1,1.9832"
09.05.2020,"9693,GameA,19,0,1.33283"
09.05.2020,"30801,GameC,0,2,3.699999"
09.05.2020,"9693,GameA,20,0,1.10008"
09.05.2020,"30801,GameC,1,1,2"
09.05.2020,"30801,GameC,2,1,0.8000001"
09.05.2020,"9693,GameA,22,2,3.399839"
09.05.2020,"30801,GameC,3,0,0.9000001"
09.05.2020,"30801,GameC,4,0,1.5"
09.05.2020,"9693,GameA,23,2,3.13398"
09.05.2020,"9693,GameA,24,1,0.7992351"
09.05.2020,"9693,GameA,25,1,1.06668"
09.05.2020,"30801,GameC,6,3,0.8000001"
09.05.2020,"9693,GameA,26,0,1.083225"
09.05.2020,"9693,GameA,27,2,1.11623"
09.05.2020,"9693,GameA,28,0,1.18355"
09.05.2020,"30801,GameC,8,2,0.8000001"
09.05.2020,"9693,GameA,29,1,0.9829848"
09.05.2020,"30801,GameC,9,3,1.2"
09.05.2020,"30801,GameC,10,2,0.5"
09.05.2020,"30801,GameC,11,0,0.6"
09.05.2020,"9693,GameA,32,0,1.59939"
09.05.2020,"30801,GameC,12,2,0.6"
09.05.2020,"30801,GameC,13,2,0.7"
09.05.2020,"9693,GameA,34,0,1.31685"
09.05.2020,"30801,GameC,14,2,0.6"
09.05.2020,"9693,GameA,35,0,1.66674"
09.05.2020,"30801,GameC,15,2,0.8000001"
09.05.2020,"9693,GameA,36,3,2.40008"
09.05.2020,"9693,GameA,37,2,2.000175"
09.05.2020,"30801,GameC,18,2,1.1"
09.05.2020,"9693,GameA,38,1,2.147575"
09.05.2020,"30801,GameC,19,1,0.9000001"
09.05.2020,"9693,GameA,39,2,2.4499"
09.05.2020,"30801,GameC,20,2,0.9000001"
09.05.2020,"9693,GameA,40,1,1.149665"
09.05.2020,"30801,GameC,21,1,1"
09.05.2020,"9693,GameA,41,0,1.883145"
09.05.2020,"30801,GameC,22,0,1.1"
09.05.2020,"9693,GameA,42,2,2.300375"
09.05.2020,"30801,GameC,23,1,1.2"
09.05.2020,"9693,GameA,43,0,1.46617"
09.05.2020,"30801,GameC,24,3,1"
09.05.2020,"30801,GameC,25,2,1.1"
09.05.2020,"9693,GameA,45,1,1.899985"
09.05.2020,"9693,GameA,46,0,1.21666"
09.05.2020,"30801,GameC,27,2,1.1"
09.05.2020,"30801,GameC,28,3,1"
09.05.2020,"30801,GameC,29,2,0.8000001"
09.05.2020,"30801,GameC,30,0,0.9000001"
09.05.2020,"30801,GameC,31,1,0.6"
09.05.2020,"30801,GameC,32,3,0.7"
09.05.2020,"30801,GameC,33,0,0.8000001"
09.05.2020,"30801,GameC,34,3,0.7"
09.05.2020,"30801,GameC,35,2,1.5"
09.05.2020,"30801,GameC,36,1,1.1"
09.05.2020,"30801,GameC,37,0,0.8000001"
09.05.2020,"30801,GameC,38,0,0.6"
09.05.2020,"30801,GameC,39,1,1.1"
09.05.2020,"30801,GameC,40,2,1.1"
09.05.2020,"30801,GameC,41,3,1"
09.05.2020,"9693,GameB,0,1,1.933409"
09.05.2020,"9693,GameB,1,1,1.50029"
09.05.2020,"994,Q,0,0,9.970377"
09.05.2020,"994,Q,1,2,9.970377"
09.05.2020,"994,Q,2,3,9.970377"
09.05.2020,"9693,GameB,4,0,3.16642"
09.05.2020,"9693,GameB,5,1,3.6164"
09.05.2020,"9693,GameB,6,1,1.166355"
09.05.2020,"9693,GameB,7,1,1.01633"
09.05.2020,"9693,GameB,8,1,1.668145"
09.05.2020,"9693,GameB,9,1,0.716565"
09.05.2020,"9693,GameB,10,1,0.716515"
09.05.2020,"9693,GameB,11,0,1.017"
09.05.2020,"9693,GameB,12,1,1.133285"
09.05.2020,"9693,GameB,13,1,1.63377"
09.05.2020,"9693,GameB,14,1,1.70017"
09.05.2020,"9693,GameB,15,1,1.683305"
09.05.2020,"9693,GameB,16,1,0.8332298"
09.05.2020,"9693,GameB,17,1,0.7838151"
09.05.2020,"9693,GameB,18,0,1.517195"
09.05.2020,"9693,GameB,19,1,0.633655"
09.05.2020,"9693,GameB,20,1,0.9498101"
09.05.2020,"9693,GameB,21,1,1.23314"
09.05.2020,"9693,GameB,22,1,0.8168601"
09.05.2020,"9693,GameB,23,0,2.316795"
09.05.2020,"9693,GameB,24,1,1.03328"
09.05.2020,"9693,GameB,25,0,1.283565"
09.05.2020,"9693,GameB,26,1,0.98268"
09.05.2020,"9693,GameB,27,1,1.050085"
09.05.2020,"9693,GameB,28,0,1.016805"
09.05.2020,"994,Q,3,0,53.17513"
09.05.2020,"9693,GameB,30,0,0.950155"
09.05.2020,"9693,GameB,31,1,0.90025"
09.05.2020,"9693,GameB,32,0,0.916665"
09.05.2020,"994,Q,4,1,9.684839"
09.05.2020,"994,Q,5,1,24.52124"
09.05.2020,"9693,GameB,33,0,34.49996"
09.05.2020,"9693,GameB,34,1,1.549885"
09.05.2020,"994,Q,6,0,9.251388"
09.05.2020,"9693,GameB,35,0,2.016705"
09.05.2020,"9693,GameB,36,1,1.38325"
09.05.2020,"9693,GameB,37,1,0.8512649"
09.05.2020,"994,Q,7,0,6.317304"
09.05.2020,"9693,GameB,38,1,0.933525"
09.05.2020,"9693,GameB,39,0,1.25032"
09.05.2020,"9693,GameB,40,0,0.8833"
09.05.2020,"9693,GameB,41,0,0.9665501"
09.05.2020,"994,Q,8,1,6.968944"
09.05.2020,"9693,GameB,43,1,1.14987"
09.05.2020,"9693,GameB,44,0,0.7496749"
09.05.2020,"9693,GameB,45,0,0.9502299"
09.05.2020,"9693,GameB,46,0,0.9495199"
09.05.2020,"9693,GameB,47,1,0.66666"
09.05.2020,"9693,GameB,48,1,0.7678549"
09.05.2020,"9693,GameB,49,0,0.88331"
09.05.2020,"9693,GameB,50,0,0.8500649"
09.05.2020,"9693,GameB,51,0,1.09976"
09.05.2020,"9693,GameB,52,0,1.633485"
09.05.2020,"9693,GameB,53,0,0.649955"
09.05.2020,"9693,GameB,54,0,0.58347"
09.05.2020,"994,Q,10,0,12.28529"
09.05.2020,"9693,GameB,55,0,0.68299"
09.05.2020,"9693,GameB,56,0,0.683345"
09.05.2020,"9693,GameB,57,0,0.63324"
09.05.2020,"9693,GameB,58,0,1.166395"
09.05.2020,"9693,GameB,59,0,0.9832202"
09.05.2020,"9693,GameB,60,0,0.8829449"
09.05.2020,"9693,GameB,61,1,1.100565"
09.05.2020,"9693,GameB,62,1,0.799845"
09.05.2020,"9693,GameB,63,1,0.983025"
09.05.2020,"9693,GameB,64,1,0.7171649"
09.05.2020,"9693,GameB,65,0,1.216565"
09.05.2020,"9693,GameB,66,1,0.632825"
09.05.2020,"9693,GameB,67,0,0.93271"
09.05.2020,"9693,GameB,68,1,0.7165449"
09.05.2020,"9693,GameB,69,0,1.16601"
09.05.2020,"9693,GameB,70,0,0.81745"
09.05.2020,"9693,GameB,71,1,0.6494901"
09.05.2020,"9693,GameB,72,1,0.549945"
09.05.2020,"9693,GameB,73,0,0.7503449"
09.05.2020,"9693,GameB,74,0,0.9179301"
09.05.2020,"994,GameA,0,2,2.150335"
09.05.2020,"994,GameA,1,1,3.31782"
09.05.2020,"994,GameA,2,3,1.21684"
09.05.2020,"9693,GameC,0,0,2.88329"
09.05.2020,"994,GameA,4,3,2.04984"
09.05.2020,"9693,GameC,2,1,1.750335"
09.05.2020,"9693,GameC,3,0,1.06658"
09.05.2020,"9693,GameC,4,0,0.983335"
09.05.2020,"994,GameA,7,2,1.19896"
09.05.2020,"9693,GameC,5,2,1.23258"
09.05.2020,"9693,GameC,6,3,1.16702"
09.05.2020,"994,GameA,9,0,1.766665"
09.05.2020,"9693,GameC,8,2,0.9332751"
09.05.2020,"994,GameA,10,0,0.7836052"
09.05.2020,"9693,GameC,9,3,1.316375"
09.05.2020,"994,GameA,11,3,1.31672"
09.05.2020,"9693,GameC,10,2,0.9831249"
09.05.2020,"994,GameA,12,0,2.300405"
09.05.2020,"9693,GameC,11,0,1.38348"
09.05.2020,"9693,GameC,12,2,0.999665"
09.05.2020,"994,GameA,13,0,2.299299"
09.05.2020,"9693,GameC,13,2,0.6330801"
09.05.2020,"9693,GameC,14,2,0.83352"
09.05.2020,"9693,GameC,15,2,0.9501499"
09.05.2020,"994,GameA,14,2,4.516356"
09.05.2020,"9693,GameC,16,2,1.516165"
09.05.2020,"994,GameA,15,3,1.25014"
09.05.2020,"9693,GameC,17,1,1.36657"
09.05.2020,"994,GameA,16,0,1.433035"
09.05.2020,"9693,GameC,18,2,1.833575"
09.05.2020,"994,GameA,17,2,1.53436"
09.05.2020,"9693,GameC,19,1,2.199725"
09.05.2020,"9693,GameC,20,2,1.1007"
09.05.2020,"994,GameA,19,3,1.299895"
09.05.2020,"9693,GameC,21,1,1.70055"
09.05.2020,"994,GameA,20,0,1.23347"
09.05.2020,"994,GameA,21,3,1.33345"
09.05.2020,"9693,GameC,23,3,1.28303"
09.05.2020,"9693,GameC,24,3,1.59938"
09.05.2020,"994,GameA,23,3,4.467673"
09.05.2020,"994,GameA,24,3,0.684475"
09.05.2020,"9693,GameC,26,2,2.01661"
09.05.2020,"994,GameA,25,2,0.9502149"
09.05.2020,"9693,GameC,27,2,1.01711"
09.05.2020,"994,GameA,26,3,1.00029"
09.05.2020,"9693,GameC,28,3,1.216685"
09.05.2020,"994,GameA,27,1,0.83285"
09.05.2020,"9693,GameC,29,2,1.116565"
09.05.2020,"994,GameA,28,2,2.533445"
09.05.2020,"9693,GameC,30,2,1.13271"
09.05.2020,"994,GameA,29,1,2.165995"
09.05.2020,"9693,GameC,31,3,2.017115"
09.05.2020,"994,GameA,30,0,1.100275"
09.05.2020,"9693,GameC,32,0,2.166345"
09.05.2020,"994,GameA,31,3,1.25062"
09.05.2020,"9693,GameC,33,3,1.615921"
09.05.2020,"994,GameA,32,0,1.31718"
09.05.2020,"994,GameA,33,1,1.067065"
09.05.2020,"994,GameA,34,3,1.36654"
09.05.2020,"9693,GameC,35,1,1.699365"
09.05.2020,"9693,GameC,36,0,1.55044"
09.05.2020,"9693,GameC,37,3,1.73322"
09.05.2020,"9693,GameC,38,1,1.28304"
09.05.2020,"994,GameA,37,0,0.8664401"
09.05.2020,"9693,GameC,39,2,1.316695"
09.05.2020,"994,GameA,38,1,1.251435"
09.05.2020,"9693,GameC,40,3,1.883475"
09.05.2020,"994,GameA,39,2,0.7998601"
09.05.2020,"994,GameA,40,1,0.76695"
09.05.2020,"994,GameA,41,1,2.53324"
09.05.2020,"994,GameA,42,2,1.26684"
09.05.2020,"994,GameA,43,0,1.91716"
09.05.2020,"994,GameA,44,3,1.14936"
09.05.2020,"994,GameA,45,1,1.167355"
09.05.2020,"994,GameA,46,0,3.083394"
09.05.2020,"994,GameB,0,1,5.584974"
09.05.2020,"994,GameB,1,1,0.71711"
09.05.2020,"994,GameB,2,1,0.61553"
09.05.2020,"994,GameB,3,0,0.8000602"
09.05.2020,"994,GameB,4,0,0.632755"
09.05.2020,"994,GameB,5,0,0.8671899"
09.05.2020,"994,GameB,6,1,1.48355"
09.05.2020,"994,GameB,7,1,0.6666551"
09.05.2020,"994,GameB,8,0,0.7830999"
09.05.2020,"994,GameB,9,0,0.983885"
09.05.2020,"994,GameB,10,1,0.83347"
09.05.2020,"994,GameB,11,0,0.89979"
09.05.2020,"994,GameB,12,1,1.59995"
09.05.2020,"994,GameB,13,1,0.6500851"
09.05.2020,"994,GameB,14,0,0.817145"
09.05.2020,"994,GameB,15,1,0.6166551"
09.05.2020,"994,GameB,16,1,0.7332601"
09.05.2020,"994,GameB,17,0,0.8331901"
09.05.2020,"994,GameB,18,1,0.7004301"
09.05.2020,"994,GameB,19,1,0.6832051"
09.05.2020,"994,GameB,20,0,0.71638"
09.05.2020,"994,GameB,21,0,0.881875"
09.05.2020,"994,GameB,22,1,1.683045"
09.05.2020,"994,GameB,23,0,2.76711"
09.05.2020,"994,GameB,24,1,1.049255"
09.05.2020,"994,GameB,25,0,0.7998101"
09.05.2020,"994,GameB,26,1,0.683785"
09.05.2020,"994,GameB,27,1,0.9169452"
09.05.2020,"994,GameB,28,0,0.7839152"
09.05.2020,"994,GameB,29,0,0.8509099"
09.05.2020,"994,GameB,30,0,0.7988999"
09.05.2020,"994,GameB,31,0,0.566"
09.05.2020,"994,GameB,32,0,0.8332199"
09.05.2020,"994,GameB,33,1,49.40851"
09.05.2020,"994,GameB,34,0,1.59984"
09.05.2020,"994,GameB,35,1,2.817915"
09.05.2020,"994,GameB,36,0,0.9159201"
09.05.2020,"994,GameB,37,0,1.79974"
09.05.2020,"994,GameB,38,0,1.20043"
09.05.2020,"994,GameB,39,0,0.7328349"
09.05.2020,"994,GameB,40,1,1.48271"
09.05.2020,"994,GameB,41,1,0.9832349"
09.05.2020,"994,GameB,42,1,0.8000799"
09.05.2020,"994,GameB,43,0,0.816105"
09.05.2020,"994,GameB,44,1,1.099665"
09.05.2020,"994,GameB,45,0,1.033445"
09.05.2020,"994,GameB,46,1,2.067565"
09.05.2020,"994,GameB,47,0,0.91609"
09.05.2020,"994,GameB,48,1,0.8668151"
09.05.2020,"994,GameB,49,0,1.033325"
09.05.2020,"994,GameB,50,1,1.666195"
09.05.2020,"994,GameB,51,0,4.099774"
09.05.2020,"994,GameB,52,1,3.084005"
09.05.2020,"994,GameB,53,0,0.8330599"
09.05.2020,"994,GameB,54,1,0.6662351"
09.05.2020,"994,GameB,55,1,1.016415"
09.05.2020,"994,GameB,56,1,0.5163299"
09.05.2020,"994,GameB,57,1,0.66773"
09.05.2020,"994,GameB,58,0,1.48275"
09.05.2020,"994,GameB,59,0,2.23367"
09.05.2020,"994,GameB,60,1,0.7662399"
09.05.2020,"994,GameB,61,0,1.332705"
09.05.2020,"994,GameB,62,1,1.734885"
09.05.2020,"994,GameB,63,1,0.76685"
09.05.2020,"994,GameB,64,1,0.48315"
09.05.2020,"994,GameB,65,0,0.633765"
09.05.2020,"994,GameB,66,1,0.81689"
09.05.2020,"994,GameB,67,0,0.8825702"
09.05.2020,"994,GameB,68,1,0.7661801"
09.05.2020,"994,GameB,69,0,1.55062"
09.05.2020,"994,GameB,70,0,1.41585"
09.05.2020,"994,GameB,71,1,0.9837001"
09.05.2020,"994,GameB,72,1,0.632695"
09.05.2020,"994,GameB,73,0,1.56614"
09.05.2020,"994,GameB,74,1,2.150845"
09.05.2020,"994,GameC,0,0,2.41717"
09.05.2020,"994,GameC,1,1,0.949275"
09.05.2020,"994,GameC,2,1,0.848745"
09.05.2020,"994,GameC,3,0,0.88439"
09.05.2020,"994,GameC,4,0,0.70001"
09.05.2020,"994,GameC,5,2,1.06723"
09.05.2020,"994,GameC,6,3,0.8678801"
09.05.2020,"994,GameC,7,0,1.59986"
09.05.2020,"994,GameC,8,2,1.865885"
09.05.2020,"994,GameC,9,3,1.6823"
09.05.2020,"994,GameC,10,2,0.9337"
09.05.2020,"994,GameC,11,0,1.183335"
09.05.2020,"994,GameC,12,2,2.700399"
09.05.2020,"994,GameC,13,2,0.666265"
09.05.2020,"994,GameC,14,2,0.7337499"
09.05.2020,"994,GameC,15,0,2.30018"
09.05.2020,"994,GameC,16,1,1.400345"
09.05.2020,"994,GameC,17,0,1.017655"
09.05.2020,"994,GameC,18,2,1.716425"
09.05.2020,"994,GameC,19,1,0.8497301"
09.05.2020,"994,GameC,20,2,1.533675"
09.05.2020,"994,GameC,21,2,0.733195"
09.05.2020,"994,GameC,22,0,1.03201"
09.05.2020,"994,GameC,23,1,1.16688"
09.05.2020,"994,GameC,24,3,1.050025"
09.05.2020,"994,GameC,25,2,1.20133"
09.05.2020,"994,GameC,26,2,1.099355"
09.05.2020,"994,GameC,27,2,0.69964"
09.05.2020,"994,GameC,28,3,1.366305"
09.05.2020,"994,GameC,29,2,1.06681"
09.05.2020,"994,GameC,30,2,2.0171"
09.05.2020,"994,GameC,31,1,2.86649"
09.05.2020,"994,GameC,32,3,0.915935"
09.05.2020,"994,GameC,33,0,1.067845"
09.05.2020,"994,GameC,34,3,0.9332399"
09.05.2020,"994,GameC,35,2,0.883375"
09.05.2020,"994,GameC,36,1,0.999795"
09.05.2020,"994,GameC,37,0,1.01571"
09.05.2020,"994,GameC,38,0,1.033735"
09.05.2020,"994,GameC,39,1,0.9160051"
09.05.2020,"994,GameC,40,2,0.9501749"
09.05.2020,"994,GameC,41,3,0.982625"
09.05.2020,"8928,Q,0,0,5.804851"
09.05.2020,"8928,Q,1,1,5.804851"
09.05.2020,"8928,Q,2,2,5.804851"
09.05.2020,"8928,Q,3,1,17.15669"
09.05.2020,"8928,Q,4,1,3.833066"
09.05.2020,"8928,Q,5,1,6.033942"
09.05.2020,"8928,Q,6,1,3.183234"
09.05.2020,"8928,Q,7,0,3.282346"
09.05.2020,"8928,Q,8,1,6.817091"
09.05.2020,"8928,Q,9,2,7.900032"
09.05.2020,"8928,Q,10,2,7.183185"
09.05.2020,"8928,Q,11,0,4.81621"
09.05.2020,"8928,GameA,0,2,1.965975"
09.05.2020,"8928,GameA,1,3,2.04969"
09.05.2020,"8928,GameA,2,0,1.49998"
09.05.2020,"8928,GameA,3,1,1.64989"
09.05.2020,"8928,GameA,4,1,1.516575"
09.05.2020,"8928,GameA,5,2,1.365975"
09.05.2020,"8928,GameA,6,3,1.266955"
09.05.2020,"8928,GameA,7,1,2.23453"
09.05.2020,"8928,GameA,8,0,1.266415"
09.05.2020,"8928,GameA,9,1,1.76716"
09.05.2020,"8928,GameA,10,3,1.2835"
09.05.2020,"8928,GameA,11,2,0.8831801"
09.05.2020,"8928,GameA,12,3,2.599525"
09.05.2020,"8928,GameA,13,2,1.13333"
09.05.2020,"8928,GameA,14,2,0.8839399"
09.05.2020,"8928,GameA,15,3,1.316305"
09.05.2020,"8928,GameA,16,0,1.082795"
09.05.2020,"8928,GameA,17,2,1.20015"
09.05.2020,"8928,GameA,18,1,1.33353"
09.05.2020,"8928,GameA,19,3,0.96701"
09.05.2020,"8928,GameA,20,0,1.132655"
09.05.2020,"8928,GameA,21,3,1.34996"
09.05.2020,"8928,GameA,22,3,1.732285"
09.05.2020,"8928,GameA,23,2,1.23382"
09.05.2020,"8928,GameA,24,1,2.534001"
09.05.2020,"8928,GameA,25,2,1.650325"
09.05.2020,"8928,GameA,26,3,1.500405"
09.05.2020,"8928,GameA,27,1,1.233395"
09.05.2020,"8928,GameA,28,2,1.83366"
09.05.2020,"8928,GameA,29,2,1.46667"
09.05.2020,"8928,GameA,30,0,1.100145"
09.05.2020,"8928,GameA,31,3,1.05022"
09.05.2020,"8928,GameA,32,0,1.55007"
09.05.2020,"8928,GameA,33,1,0.9991651"
09.05.2020,"8928,GameA,34,3,0.95057"
09.05.2020,"8928,GameA,35,0,2.250775"
09.05.2020,"8928,GameA,36,3,1.01625"
09.05.2020,"8928,GameA,37,0,0.9836651"
09.05.2020,"8928,GameA,38,3,1.749335"
09.05.2020,"8928,GameA,39,0,1.6669"
09.05.2020,"8928,GameA,40,1,1.96745"
09.05.2020,"65997,Q,0,1,34.22659"
09.05.2020,"65997,Q,1,1,34.22659"
09.05.2020,"65997,Q,2,1,34.22659"
09.05.2020,"65997,Q,3,2,16.97487"
09.05.2020,"65997,Q,4,0,8.050861"
09.05.2020,"73461,Q,0,1,14.46559"
09.05.2020,"73461,Q,1,0,14.46559"
09.05.2020,"65997,Q,5,3,6.566977"
09.05.2020,"65997,Q,6,1,4.535386"
09.05.2020,"65997,Q,7,1,7.136594"
09.05.2020,"73461,Q,3,0,20.5037"
09.05.2020,"73461,Q,4,0,6.599642"
09.05.2020,"65997,Q,10,0,9.248849"
09.05.2020,"73461,Q,5,0,12.32093"
09.05.2020,"65997,Q,11,0,5.774209"
09.05.2020,"73461,Q,6,1,14.63021"
09.05.2020,"73461,Q,7,0,6.098568"
09.05.2020,"65997,GameA,0,2,2.617015"
09.05.2020,"65997,GameA,1,1,1.099725"
09.05.2020,"65997,GameA,2,3,1.200285"
09.05.2020,"65997,GameA,3,1,0.9824849"
09.05.2020,"65997,GameA,4,3,1.067545"
09.05.2020,"65997,GameA,5,0,1.032675"
09.05.2020,"65997,GameA,6,0,1.317305"
09.05.2020,"73461,Q,8,0,19.76632"
09.05.2020,"65997,GameA,7,2,1.049555"
09.05.2020,"65997,GameA,8,2,1.333475"
09.05.2020,"65997,GameA,9,0,1.14823"
09.05.2020,"65997,GameA,10,0,0.7157149"
09.05.2020,"65997,GameA,11,3,1.233985"
09.05.2020,"65997,GameA,12,2,0.7495"
09.05.2020,"65997,GameA,13,0,1.88388"
09.05.2020,"58067,Q,0,0,13.05753"
09.05.2020,"65997,GameA,14,0,0.768505"
09.05.2020,"65997,GameA,15,1,0.98314"
09.05.2020,"26851,Q,1,0,16.00737"
09.05.2020,"58067,Q,2,2,13.05753"
09.05.2020,"26851,Q,2,0,16.00737"
09.05.2020,"65997,GameA,17,1,0.8838301"
09.05.2020,"65997,GameA,18,2,1.016725"
09.05.2020,"73461,Q,9,0,21.81636"
09.05.2020,"65997,GameA,19,0,0.9501951"
09.05.2020,"65997,GameA,20,1,0.8998351"
09.05.2020,"65997,GameA,21,0,1.000155"
09.05.2020,"65997,GameA,22,2,0.9668099"
09.05.2020,"65997,GameA,23,0,0.9334801"
09.05.2020,"65997,GameA,24,1,0.7504401"
09.05.2020,"73461,Q,10,0,12.54978"
09.05.2020,"26851,Q,3,0,20.30142"
09.05.2020,"65997,GameA,26,0,1.21774"
09.05.2020,"65997,GameA,27,0,0.8338799"
09.05.2020,"65997,GameA,28,2,0.9149899"
09.05.2020,"26851,Q,4,0,5.081273"
09.05.2020,"65997,GameA,29,2,1.049865"
09.05.2020,"65997,GameA,30,2,0.7001149"
09.05.2020,"65997,GameA,31,2,0.983135"
09.05.2020,"73461,Q,11,0,11.96876"
09.05.2020,"65997,GameA,32,3,1.08208"
09.05.2020,"65997,GameA,33,3,0.59865"
09.05.2020,"26851,Q,6,1,2.815465"
09.05.2020,"65997,GameA,34,0,0.88312"
09.05.2020,"28313,Q,0,0,17.1457"
09.05.2020,"65997,GameA,35,0,0.46638"
09.05.2020,"28313,Q,1,3,17.1457"
09.05.2020,"65997,GameA,36,3,1.300085"
09.05.2020,"28313,Q,2,2,17.1457"
09.05.2020,"26851,Q,8,0,4.250915"
09.05.2020,"65997,GameA,37,0,1.11658"
09.05.2020,"65997,GameA,38,1,0.7667301"
09.05.2020,"65997,GameA,39,2,0.9814351"
09.05.2020,"26851,Q,9,0,5.185309"
09.05.2020,"65997,GameA,40,1,0.931195"
09.05.2020,"28313,Q,3,0,13.1329"
09.05.2020,"65997,GameA,42,1,0.7826902"
09.05.2020,"28313,Q,4,0,4.131481"
09.05.2020,"65997,GameA,44,1,0.999985"
09.05.2020,"26851,Q,10,1,8.248463"
09.05.2020,"65997,GameA,45,3,1.014875"
09.05.2020,"65997,GameA,46,3,1.101435"
09.05.2020,"26851,Q,11,0,3.216559"
09.05.2020,"28313,Q,6,0,3.43041"
09.05.2020,"73461,GameA,1,1,3.150725"
09.05.2020,"28313,Q,7,0,3.266595"
09.05.2020,"73461,GameA,3,1,1.432915"
09.05.2020,"73461,GameA,4,3,2.283805"
09.05.2020,"65997,GameB,0,1,2.599645"
09.05.2020,"65997,GameB,1,1,1.18335"
09.05.2020,"65997,GameB,2,1,1.0012"
09.05.2020,"73461,GameA,6,0,1.667001"
09.05.2020,"65997,GameB,3,0,0.84775"
09.05.2020,"73461,GameA,7,2,1.41644"
09.05.2020,"65997,GameB,4,0,0.64984"
09.05.2020,"73461,GameA,8,3,1.931655"
09.05.2020,"65997,GameB,6,1,0.6334399"
09.05.2020,"73461,GameA,9,0,1.316115"
09.05.2020,"65997,GameB,7,1,0.58152"
09.05.2020,"73461,GameA,10,0,1.315435"
09.05.2020,"28313,Q,8,0,18.78892"
09.05.2020,"65997,GameB,9,0,2.16865"
09.05.2020,"65997,GameB,10,1,0.648075"
09.05.2020,"65997,GameB,11,0,1.1175"
09.05.2020,"26851,GameA,0,2,4.734224"
09.05.2020,"65997,GameB,12,1,0.949865"
09.05.2020,"26851,GameA,1,0,0.5311151"
09.05.2020,"65997,GameB,13,1,0.717205"
09.05.2020,"73461,GameA,13,0,3.28276"
09.05.2020,"65997,GameB,14,1,1.149135"
09.05.2020,"28313,Q,9,0,4.914631"
09.05.2020,"26851,GameA,4,3,1.083665"
09.05.2020,"65997,GameB,16,1,1.015145"
09.05.2020,"28313,Q,10,0,6.297502"
09.05.2020,"26851,GameA,5,0,0.8498851"
09.05.2020,"28313,Q,11,0,5.53602"
09.05.2020,"26851,GameA,6,0,0.9144299"
09.05.2020,"73461,GameA,16,0,4.799694"
09.05.2020,"26851,GameA,7,2,0.919805"
09.05.2020,"65997,GameB,20,1,0.61657"
09.05.2020,"26851,GameA,8,2,0.8666198"
09.05.2020,"26851,GameA,9,0,0.8833051"
09.05.2020,"26851,GameA,10,0,0.9668101"
09.05.2020,"26851,GameA,11,3,1.633215"
09.05.2020,"65997,GameB,23,0,2.315375"
09.05.2020,"65997,GameB,24,0,1.63473"
09.05.2020,"65997,GameB,25,1,1.11512"
09.05.2020,"65997,GameB,26,0,3.56681"
09.05.2020,"26851,GameA,16,0,2.2335"
09.05.2020,"65997,GameB,28,0,1.73286"
09.05.2020,"26851,GameA,17,2,1.617565"
09.05.2020,"73461,GameA,18,2,15.34931"
09.05.2020,"26851,GameA,18,1,1.85059"
09.05.2020,"65997,GameB,30,0,0.7502201"
09.05.2020,"26851,GameA,19,3,1.534495"
09.05.2020,"65997,GameB,31,1,0.9991752"
09.05.2020,"26851,GameA,20,0,1.75131"
09.05.2020,"65997,GameB,32,0,0.914995"
09.05.2020,"26851,GameA,21,3,1.26696"
09.05.2020,"28313,GameA,0,2,3.84959"
09.05.2020,"73461,GameA,22,3,1.117125"
09.05.2020,"26851,GameA,23,2,1.53342"
09.05.2020,"26851,GameA,24,1,0.9165648"
09.05.2020,"73461,GameA,23,2,3.250544"
09.05.2020,"28313,GameA,1,1,6.136147"
09.05.2020,"26851,GameA,25,3,3.234659"
09.05.2020,"73461,GameA,25,1,1.415805"
09.05.2020,"28313,GameA,2,3,2.79969"
09.05.2020,"73461,GameA,26,0,1.5002"
09.05.2020,"28313,GameA,3,1,1.301135"
09.05.2020,"73461,GameA,27,2,2.267615"
09.05.2020,"28313,GameA,4,3,1.28213"
09.05.2020,"73461,GameA,28,2,1.567595"
09.05.2020,"26851,GameA,28,2,4.53337"
09.05.2020,"73461,GameA,29,2,1.732085"
09.05.2020,"26851,GameA,29,2,1.316355"
09.05.2020,"73461,GameA,30,0,1.249355"
09.05.2020,"26851,GameA,30,2,1.09921"
09.05.2020,"28313,GameA,7,2,1.133245"
09.05.2020,"73461,GameA,31,3,1.78336"
09.05.2020,"28313,GameA,8,2,0.8168799"
09.05.2020,"26851,GameA,32,3,0.44941"
09.05.2020,"73461,GameA,32,3,1.6165"
09.05.2020,"26851,GameA,33,0,0.58302"
09.05.2020,"73461,GameA,33,1,1.19834"
09.05.2020,"65997,GameB,35,0,1.714695"
09.05.2020,"28313,GameA,10,0,1.51311"
09.05.2020,"28313,GameA,11,3,1.399785"
09.05.2020,"26851,GameA,36,3,0.6516849"
09.05.2020,"28313,GameA,12,3,2.39984"
09.05.2020,"26851,GameA,37,0,1.665285"
09.05.2020,"65997,GameB,38,0,0.9820099"
09.05.2020,"28313,GameA,13,2,1.68302"
09.05.2020,"65997,GameB,39,0,1.166835"
09.05.2020,"26851,GameA,39,2,0.83244"
09.05.2020,"73461,GameA,37,0,1.51667"
09.05.2020,"65997,GameB,40,1,0.9025298"
09.05.2020,"26851,GameA,40,1,0.8495"
