Date,Log
10.05.2020,"47861,GameB,73,0,2.116415"
10.05.2020,"47861,GameB,74,0,2.24991"
10.05.2020,"47861,GameC,0,1,3.650445"
10.05.2020,"47861,GameC,1,0,2.06645"
10.05.2020,"47861,GameC,2,3,2.03164"
10.05.2020,"47861,GameC,3,0,1.847895"
10.05.2020,"47861,GameC,4,3,1.53202"
10.05.2020,"47861,GameC,5,1,3.099072"
10.05.2020,"47861,GameC,6,2,1.483089"
10.05.2020,"47861,GameC,7,2,3.016114"
10.05.2020,"47861,GameC,8,2,1.883615"
10.05.2020,"47861,GameC,9,3,1.449715"
10.05.2020,"47861,GameC,10,0,2.349725"
10.05.2020,"47861,GameC,11,1,1.532105"
10.05.2020,"47861,GameC,12,2,2.366954"
10.05.2020,"47861,GameC,13,1,2.550085"
10.05.2020,"47861,GameC,14,3,1.23255"
10.05.2020,"47861,GameC,15,0,1.88319"
10.05.2020,"47861,GameC,16,1,1.96543"
10.05.2020,"47861,GameC,17,2,3.316095"
10.05.2020,"47861,GameC,18,0,1.2159"
10.05.2020,"47861,GameC,19,1,2.932266"
10.05.2020,"47861,GameC,20,0,1.466515"
10.05.2020,"47861,GameC,21,2,1.08212"
10.05.2020,"47861,GameC,22,1,2.049995"
10.05.2020,"47861,GameC,23,0,2.282924"
10.05.2020,"47861,GameC,24,1,2.332835"
10.05.2020,"47861,GameC,25,2,2.081689"
10.05.2020,"47861,GameC,26,2,1.516955"
10.05.2020,"47861,GameC,27,3,1.79988"
10.05.2020,"47861,GameC,28,2,1.24759"
10.05.2020,"47861,GameC,29,2,1.59928"
10.05.2020,"47861,GameC,30,3,1.3658"
10.05.2020,"47861,GameC,31,1,1.24882"
10.05.2020,"47861,GameC,32,3,1.68354"
10.05.2020,"47861,GameC,33,0,1.63211"
10.05.2020,"47861,GameC,34,3,1.015905"
10.05.2020,"47861,GameC,35,1,2.248224"
10.05.2020,"47861,GameC,36,1,1.399135"
10.05.2020,"47861,GameC,37,0,1.3336"
10.05.2020,"47861,GameC,38,0,2.06656"
10.05.2020,"47861,GameC,39,1,1.066295"
10.05.2020,"47861,GameC,40,3,2.38322"
10.05.2020,"47861,GameC,41,3,2.316265"
10.05.2020,"80083,Q,0,0,11.13101"
10.05.2020,"80083,Q,1,2,11.13101"
10.05.2020,"80083,Q,2,2,11.13101"
10.05.2020,"80083,Q,3,1,7.631006"
10.05.2020,"80083,Q,4,1,12.99601"
10.05.2020,"80083,Q,5,1,3.300998"
10.05.2020,"80083,Q,6,1,4.080998"
10.05.2020,"80083,Q,7,0,3.082999"
10.05.2020,"80083,Q,8,1,5.065001"
10.05.2020,"80083,Q,9,0,9.281005"
10.05.2020,"80083,Q,10,0,5.084999"
10.05.2020,"80083,Q,11,0,3.631999"
10.05.2020,"80083,GameA,0,2,1.934"
10.05.2020,"80083,GameA,1,3,1.915"
10.05.2020,"80083,GameA,2,0,1.699"
10.05.2020,"80083,GameA,3,0,15.21201"
10.05.2020,"80083,GameA,4,1,1.2"
10.05.2020,"80083,GameA,5,2,7.047"
10.05.2020,"80083,GameA,6,2,1.252"
10.05.2020,"80083,GameA,7,2,1.3"
10.05.2020,"80083,GameA,8,2,0.9479999"
10.05.2020,"80083,GameA,9,0,1.083"
10.05.2020,"80083,GameA,10,0,0.8670001"
10.05.2020,"80083,GameA,11,3,1.965"
10.05.2020,"80083,GameA,12,3,2.882999"
10.05.2020,"80083,GameA,13,2,3.381998"
10.05.2020,"80083,GameA,14,2,0.966"
10.05.2020,"80083,GameA,15,3,2.715999"
10.05.2020,"80083,GameA,16,0,1.55"
10.05.2020,"80083,GameA,17,2,1.683"
10.05.2020,"80083,GameA,18,1,1.265"
10.05.2020,"80083,GameA,19,3,1.632"
10.05.2020,"80083,GameA,20,0,1.416"
10.05.2020,"80083,GameA,21,3,1.132"
10.05.2020,"80083,GameA,22,3,1.632"
10.05.2020,"80083,GameA,23,3,2.082"
10.05.2020,"80083,GameA,24,3,0.85"
10.05.2020,"80083,GameA,25,2,1.232"
10.05.2020,"80083,GameA,26,3,1.133"
10.05.2020,"80083,GameA,27,1,1.399"
10.05.2020,"80083,GameA,28,0,2.281999"
10.05.2020,"80083,GameA,29,1,1.034"
10.05.2020,"80083,GameA,30,0,1.032"
10.05.2020,"80083,GameA,31,3,1.449"
10.05.2020,"80083,GameA,32,0,2.649998"
10.05.2020,"80083,GameA,33,1,0.884"
10.05.2020,"80083,GameA,34,3,1.583"
10.05.2020,"80083,GameA,35,1,1.533"
10.05.2020,"80083,GameA,36,3,2.814999"
10.05.2020,"80083,GameA,37,0,1.116"
10.05.2020,"80083,GameA,38,1,0.832"
10.05.2020,"80083,GameA,39,2,1.765"
10.05.2020,"80083,GameA,40,1,1.014"
10.05.2020,"80083,GameA,41,0,1.599"
10.05.2020,"80083,GameA,42,2,1.651"
10.05.2020,"80083,GameA,43,0,1.248"
10.05.2020,"80083,GameA,44,3,1.532"
10.05.2020,"80083,GameA,45,1,1.116"
10.05.2020,"80083,GameA,46,0,0.9659999"
10.05.2020,"40691,Q,0,0,12.33034"
10.05.2020,"40691,Q,1,5,12.33034"
10.05.2020,"40691,Q,2,2,12.33034"
10.05.2020,"40691,Q,3,0,7.873418"
10.05.2020,"40691,Q,4,0,2.75187"
10.05.2020,"40691,Q,5,0,4.253458"
10.05.2020,"40691,Q,6,0,3.052701"
10.05.2020,"40691,Q,7,0,2.318324"
10.05.2020,"80083,GameB,0,0,3.215999"
10.05.2020,"40691,Q,8,0,3.869681"
10.05.2020,"80083,GameB,1,1,2.850998"
10.05.2020,"80083,GameB,2,1,0.566"
10.05.2020,"80083,GameB,3,0,0.5829999"
10.05.2020,"80083,GameB,4,0,0.966"
10.05.2020,"80083,GameB,5,0,0.633"
10.05.2020,"40691,Q,9,0,8.90707"
10.05.2020,"80083,GameB,6,1,0.7"
10.05.2020,"80083,GameB,7,1,0.633"
10.05.2020,"80083,GameB,8,0,0.516"
10.05.2020,"40691,Q,10,0,5.170792"
10.05.2020,"80083,GameB,9,0,0.618"
10.05.2020,"80083,GameB,10,1,0.749"
10.05.2020,"80083,GameB,11,0,0.631"
10.05.2020,"40691,Q,11,0,5.454032"
10.05.2020,"80083,GameB,12,1,1.099"
10.05.2020,"80083,GameB,13,1,1.001"
10.05.2020,"80083,GameB,14,0,0.8999999"
10.05.2020,"80083,GameB,15,1,0.65"
10.05.2020,"80083,GameB,16,0,0.865"
10.05.2020,"80083,GameB,17,0,0.7479998"
10.05.2020,"80083,GameB,18,1,0.9"
10.05.2020,"80083,GameB,19,1,0.6489999"
10.05.2020,"80083,GameB,20,0,0.9670001"
10.05.2020,"80083,GameB,21,0,0.684"
10.05.2020,"80083,GameB,22,1,0.749"
10.05.2020,"80083,GameB,23,0,1.766"
10.05.2020,"80083,GameB,24,1,0.566"
10.05.2020,"80083,GameB,25,0,0.533"
10.05.2020,"80083,GameB,26,1,0.4999999"
10.05.2020,"80083,GameB,27,1,0.601"
10.05.2020,"80083,GameB,28,0,0.533"
10.05.2020,"80083,GameB,29,0,0.7159999"
10.05.2020,"40691,GameA,1,3,3.953086"
10.05.2020,"80083,GameB,31,1,0.6669999"
10.05.2020,"80083,GameB,32,0,0.916"
10.05.2020,"40691,GameA,2,0,5.37097"
10.05.2020,"40691,GameA,3,1,7.722548"
10.05.2020,"40691,GameA,4,3,7.305995"
10.05.2020,"80083,GameB,34,1,0.867"
10.05.2020,"40691,GameA,5,0,1.60139"
10.05.2020,"40691,GameA,6,0,1.600945"
10.05.2020,"80083,GameB,35,0,4.830999"
10.05.2020,"80083,GameB,36,1,0.7499999"
10.05.2020,"40691,GameA,8,2,1.834656"
10.05.2020,"80083,GameB,37,1,0.665"
10.05.2020,"40691,GameA,9,0,1.517765"
10.05.2020,"80083,GameB,38,1,1.582"
10.05.2020,"40691,GameA,10,0,1.56782"
10.05.2020,"80083,GameB,39,1,1.166"
10.05.2020,"40691,GameA,11,3,1.451475"
10.05.2020,"40691,GameA,12,2,1.067365"
10.05.2020,"80083,GameB,41,0,1.583"
10.05.2020,"80083,GameB,42,0,1.299"
10.05.2020,"80083,GameB,43,0,0.901"
10.05.2020,"40691,GameA,13,0,5.904563"
10.05.2020,"80083,GameB,44,0,0.7159999"
10.05.2020,"80083,GameB,45,1,0.665"
10.05.2020,"40691,GameA,14,0,3.93671"
10.05.2020,"80083,GameB,47,0,1.184"
10.05.2020,"40691,GameA,15,1,2.785334"
10.05.2020,"80083,GameB,49,0,0.517"
10.05.2020,"80083,GameB,50,1,0.7980001"
10.05.2020,"80083,GameB,51,0,1.415"
10.05.2020,"80083,GameB,52,1,0.7829999"
10.05.2020,"80083,GameB,53,0,0.851"
10.05.2020,"40691,GameA,17,2,1.868145"
10.05.2020,"80083,GameB,54,1,0.6649999"
10.05.2020,"40691,GameA,18,1,1.26799"
10.05.2020,"80083,GameB,55,1,0.8489999"
10.05.2020,"40691,GameA,19,3,1.93458"
10.05.2020,"40691,GameA,20,0,1.450795"
10.05.2020,"40691,GameA,21,3,1.267805"
10.05.2020,"40691,GameA,22,3,1.28415"
10.05.2020,"80083,GameB,60,1,0.6509999"
10.05.2020,"40691,GameA,23,2,1.601305"
10.05.2020,"80083,GameB,61,0,0.717"
10.05.2020,"40691,GameA,24,0,1.00042"
10.05.2020,"80083,GameB,62,0,0.649"
10.05.2020,"40691,GameA,25,1,1.167495"
10.05.2020,"80083,GameB,63,1,0.817"
10.05.2020,"80083,GameB,64,1,0.6489999"
10.05.2020,"80083,GameB,65,0,0.7329999"
10.05.2020,"80083,GameB,66,1,0.499"
10.05.2020,"80083,GameB,67,0,1.084"
10.05.2020,"40691,GameA,27,1,3.969523"
10.05.2020,"80083,GameB,69,0,0.7169999"
10.05.2020,"40691,GameA,28,0,1.651"
10.05.2020,"40691,GameA,29,1,1.50081"
10.05.2020,"40691,GameA,30,0,1.134165"
10.05.2020,"80083,GameB,72,1,0.6999999"
10.05.2020,"40691,GameA,31,3,1.317775"
10.05.2020,"80083,GameB,73,0,0.614"
10.05.2020,"80083,GameB,74,0,0.7309999"
10.05.2020,"40691,GameA,33,1,1.033975"
10.05.2020,"40691,GameA,34,3,2.38463"
10.05.2020,"40691,GameA,35,0,1.53447"
10.05.2020,"40691,GameA,36,3,1.23422"
10.05.2020,"40691,GameA,37,0,1.150765"
10.05.2020,"80083,GameC,0,2,3.064999"
10.05.2020,"40691,GameA,39,2,0.9508951"
10.05.2020,"80083,GameC,2,3,1.383"
10.05.2020,"80083,GameC,3,2,1.033"
10.05.2020,"40691,GameA,41,1,4.019511"
10.05.2020,"80083,GameC,4,0,1.567"
10.05.2020,"80083,GameC,5,1,2.099999"
10.05.2020,"40691,GameA,43,0,1.167535"
10.05.2020,"40691,GameA,44,3,1.58447"
10.05.2020,"40691,GameA,45,1,1.00034"
10.05.2020,"80083,GameC,8,2,0.9"
10.05.2020,"40691,GameA,46,0,1.184325"
10.05.2020,"80083,GameC,9,3,0.9319998"
10.05.2020,"80083,GameC,10,2,0.8319998"
10.05.2020,"80083,GameC,11,0,0.9179999"
10.05.2020,"80083,GameC,12,2,0.8659998"
10.05.2020,"80083,GameC,13,2,1.267"
10.05.2020,"80083,GameC,14,2,0.7669999"
10.05.2020,"80083,GameC,15,2,0.917"
10.05.2020,"80083,GameC,16,1,1.084"
10.05.2020,"80083,GameC,17,0,1.133"
10.05.2020,"80083,GameC,18,2,1.434"
10.05.2020,"80083,GameC,19,1,1.45"
10.05.2020,"80083,GameC,20,2,1.016"
10.05.2020,"80083,GameC,21,1,0.983"
10.05.2020,"80083,GameC,22,0,0.9009998"
10.05.2020,"40691,GameB,0,1,6.571972"
10.05.2020,"80083,GameC,24,3,2.148999"
10.05.2020,"40691,GameB,1,1,3.11906"
10.05.2020,"80083,GameC,26,2,0.9489999"
10.05.2020,"80083,GameC,27,2,1.068"
10.05.2020,"40691,GameB,3,0,2.685395"
10.05.2020,"80083,GameC,29,2,0.9169999"
10.05.2020,"40691,GameB,4,0,0.8341349"
10.05.2020,"80083,GameC,30,2,3.030998"
10.05.2020,"40691,GameB,5,0,1.985155"
10.05.2020,"40691,GameB,6,1,2.068545"
10.05.2020,"80083,GameC,32,0,2.548999"
10.05.2020,"80083,GameC,33,2,1.366"
10.05.2020,"80083,GameC,34,0,1.649"
10.05.2020,"80083,GameC,35,2,1.368"
10.05.2020,"80083,GameC,36,1,0.8659999"
10.05.2020,"80083,GameC,37,0,0.8159999"
10.05.2020,"80083,GameC,38,0,0.8829998"
10.05.2020,"40691,GameB,12,0,1.117835"
10.05.2020,"80083,GameC,40,2,1.168"
10.05.2020,"40691,GameB,13,1,3.069035"
10.05.2020,"40691,GameB,14,0,1.517485"
10.05.2020,"40691,GameB,15,1,4.803585"
10.05.2020,"40691,GameB,16,0,0.9341849"
10.05.2020,"40691,GameB,17,0,4.836723"
10.05.2020,"40691,GameB,18,0,2.952485"
10.05.2020,"40691,GameB,19,1,1.51773"
10.05.2020,"40691,GameB,20,0,1.100725"
10.05.2020,"40691,GameB,21,0,1.050495"
10.05.2020,"40691,GameB,22,1,1.067185"
10.05.2020,"40691,GameB,23,0,1.167805"
10.05.2020,"40691,GameB,24,0,1.800801"
10.05.2020,"40691,GameB,25,1,2.234875"
10.05.2020,"80083,F,0,0,5.216001"
10.05.2020,"40691,GameB,26,1,2.150985"
10.05.2020,"40691,GameB,27,1,1.000835"
10.05.2020,"40691,GameB,28,0,0.8668051"
10.05.2020,"40691,GameB,29,1,1.36773"
10.05.2020,"40691,GameB,30,0,2.385314"
10.05.2020,"40691,GameB,31,1,1.1343"
10.05.2020,"40691,GameB,32,0,1.13425"
10.05.2020,"40691,GameB,33,1,12.76014"
10.05.2020,"40691,GameB,34,0,1.16806"
10.05.2020,"40691,GameB,35,1,1.184485"
10.05.2020,"40691,GameB,36,0,1.2508"
10.05.2020,"40691,GameB,37,0,1.28439"
10.05.2020,"40691,GameB,38,0,1.20101"
10.05.2020,"40691,GameB,39,0,0.9843349"
10.05.2020,"40691,GameB,40,0,1.818475"
10.05.2020,"40691,GameB,41,0,3.119084"
10.05.2020,"80083,F,3,2,21.21009"
10.05.2020,"40691,GameB,43,0,3.76997"
10.05.2020,"40691,GameB,44,1,1.46796"
10.05.2020,"40691,GameB,45,0,1.20102"
10.05.2020,"40691,GameB,46,1,2.618771"
10.05.2020,"40691,GameB,47,0,1.1175"
10.05.2020,"40691,GameB,48,1,1.55118"
10.05.2020,"40691,GameB,49,0,2.60213"
10.05.2020,"40691,GameB,50,0,4.353501"
10.05.2020,"80083,F,4,3,26.59418"
10.05.2020,"40691,GameB,52,1,1.734505"
10.05.2020,"40691,GameB,53,0,1.03409"
10.05.2020,"40691,GameB,54,0,1.868085"
10.05.2020,"40691,GameB,55,0,1.28431"
10.05.2020,"80083,F,5,1,8.848007"
10.05.2020,"40691,GameB,56,0,2.268685"
10.05.2020,"80083,F,6,1,3.465999"
10.05.2020,"40691,GameB,57,1,3.536127"
10.05.2020,"40691,GameB,58,0,1.3344"
10.05.2020,"40691,GameB,59,0,2.05164"
10.05.2020,"40691,GameB,60,1,2.735511"
10.05.2020,"40691,GameB,61,1,2.802186"
10.05.2020,"40691,GameB,62,1,1.11769"
10.05.2020,"40691,GameB,63,1,0.967495"
10.05.2020,"40691,GameB,64,1,1.117665"
10.05.2020,"40691,GameB,65,0,1.568035"
10.05.2020,"40691,GameB,66,1,4.603776"
10.05.2020,"40691,GameB,67,0,1.4681"
10.05.2020,"40691,GameB,68,1,1.33398"
10.05.2020,"40691,GameB,69,0,2.16802"
10.05.2020,"40691,GameB,70,0,1.417625"
10.05.2020,"40691,GameB,71,0,3.185921"
10.05.2020,"40691,GameB,72,1,1.501135"
10.05.2020,"40691,GameB,73,0,1.51771"
10.05.2020,"40691,GameB,74,0,1.15096"
10.05.2020,"40691,GameC,0,1,5.688124"
10.05.2020,"40691,GameC,1,3,1.951805"
10.05.2020,"40691,GameC,2,3,2.28513"
10.05.2020,"40691,GameC,3,0,2.151735"
10.05.2020,"40691,GameC,4,0,1.351155"
10.05.2020,"40691,GameC,5,3,1.951965"
10.05.2020,"40691,GameC,6,2,2.81883"
10.05.2020,"40691,GameC,7,1,1.634475"
10.05.2020,"40691,GameC,8,3,2.50199"
10.05.2020,"40691,GameC,9,3,2.168455"
10.05.2020,"40691,GameC,10,2,1.11792"
10.05.2020,"40691,GameC,11,1,2.68546"
10.05.2020,"40691,GameC,12,2,1.43455"
10.05.2020,"40691,GameC,13,3,3.386235"
10.05.2020,"40691,GameC,14,2,1.21745"
10.05.2020,"40691,GameC,15,0,3.386279"
10.05.2020,"40691,GameC,16,1,1.38465"
10.05.2020,"40691,GameC,17,0,2.38542"
10.05.2020,"40691,GameC,18,0,1.28454"
10.05.2020,"40691,GameC,19,3,1.217355"
10.05.2020,"40691,GameC,20,3,1.434275"
10.05.2020,"40691,GameC,21,0,1.06731"
10.05.2020,"40691,GameC,22,2,2.20185"
10.05.2020,"40691,GameC,23,0,2.66871"
10.05.2020,"40691,GameC,24,1,2.30203"
10.05.2020,"40691,GameC,25,2,1.767705"
10.05.2020,"40691,GameC,26,2,1.96827"
10.05.2020,"40691,GameC,27,2,1.4178"
10.05.2020,"40691,GameC,28,2,3.90314"
10.05.2020,"40691,GameC,29,2,1.351185"
10.05.2020,"40691,GameC,30,0,1.468135"
10.05.2020,"40691,GameC,31,1,2.1018"
10.05.2020,"40691,GameC,32,3,1.2842"
10.05.2020,"40691,GameC,33,0,1.300995"
10.05.2020,"40691,GameC,34,3,1.08426"
10.05.2020,"40691,GameC,35,2,2.418916"
10.05.2020,"40691,GameC,36,1,1.484575"
10.05.2020,"40691,GameC,37,0,0.867415"
10.05.2020,"40691,GameC,38,0,1.21793"
10.05.2020,"40691,GameC,39,3,2.30148"
10.05.2020,"40691,GameC,40,2,2.118095"
10.05.2020,"40691,GameC,41,3,1.40129"
10.05.2020,"85679,Q,0,1,7.349487"
10.05.2020,"85679,Q,1,1,7.349487"
10.05.2020,"85679,Q,2,3,7.349487"
10.05.2020,"85679,Q,3,2,24.04857"
10.05.2020,"85679,Q,4,1,7.474789"
10.05.2020,"85679,Q,5,3,31.23452"
10.05.2020,"85679,Q,6,1,4.271298"
10.05.2020,"85679,Q,7,0,3.530598"
10.05.2020,"85679,Q,8,1,11.01908"
10.05.2020,"85679,Q,9,1,11.87927"
10.05.2020,"85679,Q,10,0,13.41485"
10.05.2020,"85679,Q,11,0,7.174592"
10.05.2020,"85679,GameA,0,2,5.043397"
10.05.2020,"85679,GameA,1,3,1.8687"
10.05.2020,"85679,GameA,2,3,13.46476"
10.05.2020,"85679,GameA,3,1,1.3659"
10.05.2020,"85679,GameA,4,3,1.351501"
10.05.2020,"85679,GameA,5,0,2.1357"
10.05.2020,"85679,GameA,6,0,0.9677"
10.05.2020,"85679,GameA,7,2,1.0512"
10.05.2020,"85679,GameA,8,2,0.7843"
10.05.2020,"85679,GameA,9,0,1.0345"
10.05.2020,"85679,GameA,10,0,1.0178"
10.05.2020,"85679,GameA,11,3,1.3848"
10.05.2020,"85679,GameA,12,3,2.585999"
10.05.2020,"85679,GameA,13,2,2.035601"
10.05.2020,"85679,GameA,14,2,1.018"
10.05.2020,"85679,GameA,15,3,1.3513"
10.05.2020,"85679,GameA,16,0,1.3038"
10.05.2020,"85679,GameA,17,2,1.3848"
10.05.2020,"85679,GameA,18,1,1.2682"
10.05.2020,"85679,GameA,19,3,1.3852"
10.05.2020,"85679,GameA,20,0,1.3013"
10.05.2020,"85679,GameA,21,3,1.2186"
10.05.2020,"85679,GameA,22,3,1.2165"
10.05.2020,"85679,GameA,23,0,3.954198"
10.05.2020,"85679,GameA,24,3,2.329601"
10.05.2020,"85679,GameA,25,2,1.601701"
10.05.2020,"85679,GameA,26,3,1.4181"
10.05.2020,"85679,GameA,27,1,2.319101"
10.05.2020,"85679,GameA,28,0,4.037798"
10.05.2020,"85679,GameA,29,1,1.1013"
10.05.2020,"85679,GameA,30,0,1.3351"
10.05.2020,"85679,GameA,31,3,1.0511"
10.05.2020,"85679,GameA,32,0,1.3847"
10.05.2020,"85679,GameA,33,1,1.2518"
10.05.2020,"85679,GameA,34,3,1.7189"
10.05.2020,"85679,GameA,35,1,1.4684"
10.05.2020,"85679,GameA,36,3,1.601801"
10.05.2020,"85679,GameA,37,0,1.218"
10.05.2020,"85679,GameA,38,3,1.802"
10.05.2020,"85679,GameA,39,3,2.552801"
10.05.2020,"85679,GameA,40,1,2.5756"
10.05.2020,"85679,GameA,41,1,2.185801"
10.05.2020,"85679,GameA,42,1,6.473993"
10.05.2020,"85679,GameA,43,0,5.856596"
10.05.2020,"85679,GameA,44,3,1.6517"
10.05.2020,"85679,GameA,45,1,1.2178"
10.05.2020,"85679,GameA,46,0,1.3348"
10.05.2020,"85679,GameB,0,1,6.471791"
10.05.2020,"85679,GameB,1,1,0.8341001"
10.05.2020,"85679,GameB,2,1,0.6840001"
10.05.2020,"85679,GameB,3,0,0.7311"
10.05.2020,"85679,GameB,4,0,0.7175"
10.05.2020,"85679,GameB,5,0,0.5673001"
10.05.2020,"85679,GameB,6,1,0.6174"
10.05.2020,"85679,GameB,7,1,0.5505"
10.05.2020,"85679,GameB,8,0,0.6673001"
10.05.2020,"85679,GameB,9,0,1.0177"
10.05.2020,"85679,GameB,10,1,0.584"
10.05.2020,"85679,GameB,11,0,0.6506"
10.05.2020,"85679,GameB,12,1,1.769801"
10.05.2020,"85679,GameB,13,1,0.7506"
10.05.2020,"85679,GameB,14,0,0.8340999"
10.05.2020,"85679,GameB,15,1,0.7512"
10.05.2020,"85679,GameB,16,0,0.7508001"
10.05.2020,"85679,GameB,17,0,1.1013"
10.05.2020,"85679,GameB,18,1,1.0087"
10.05.2020,"85679,GameB,19,1,1.1846"
10.05.2020,"85679,GameB,20,0,1.0012"
10.05.2020,"85679,GameB,21,0,0.7005999"
10.05.2020,"85679,GameB,22,1,0.7673998"
10.05.2020,"85679,GameB,23,0,2.118901"
10.05.2020,"85679,GameB,24,1,0.9342"
10.05.2020,"85679,GameB,25,0,0.9344003"
10.05.2020,"85679,GameB,26,1,0.6339999"
10.05.2020,"85679,GameB,27,1,0.7341999"
10.05.2020,"85679,GameB,28,0,0.9847002"
10.05.2020,"85679,GameB,29,0,1.0512"
10.05.2020,"85679,GameB,30,1,0.7355999"
10.05.2020,"85679,GameB,31,1,1.166201"
10.05.2020,"85679,GameB,32,0,0.7007001"
10.05.2020,"85679,GameB,33,1,35.18882"
10.05.2020,"85679,GameB,34,0,1.818801"
10.05.2020,"85679,GameB,35,1,2.101901"
10.05.2020,"85679,GameB,36,0,1.1179"
10.05.2020,"85679,GameB,37,0,1.3849"
10.05.2020,"85679,GameB,38,0,0.9513999"
10.05.2020,"85679,GameB,39,0,1.1347"
10.05.2020,"85679,GameB,40,1,0.7008001"
10.05.2020,"85679,GameB,41,1,0.8177"
10.05.2020,"85679,GameB,42,1,1.0012"
10.05.2020,"85679,GameB,43,0,0.7509"
10.05.2020,"85679,GameB,44,1,0.6841"
10.05.2020,"85679,GameB,45,0,1.1365"
10.05.2020,"85679,GameB,46,1,0.7507"
10.05.2020,"85679,GameB,47,0,0.6841"
10.05.2020,"85679,GameB,48,1,0.6171001"
10.05.2020,"85679,GameB,49,0,0.9344001"
10.05.2020,"85679,GameB,50,0,0.7506"
10.05.2020,"85679,GameB,51,1,0.7509"
10.05.2020,"85679,GameB,52,1,1.702001"
10.05.2020,"85679,GameB,53,0,0.9912002"
10.05.2020,"85679,GameB,54,1,0.6341"
10.05.2020,"85679,GameB,55,1,0.9843004"
10.05.2020,"85679,GameB,56,1,0.7017"
10.05.2020,"85679,GameB,57,1,0.8675001"
10.05.2020,"85679,GameB,58,0,1.2348"
10.05.2020,"85679,GameB,59,0,2.202501"
10.05.2020,"85679,GameB,60,1,0.684"
10.05.2020,"85679,GameB,61,0,0.9512003"
10.05.2020,"85679,GameB,62,1,1.701901"
10.05.2020,"85679,GameB,63,1,0.7508002"
10.05.2020,"85679,GameB,64,1,0.7508999"
10.05.2020,"85679,GameB,65,1,0.9177001"
10.05.2020,"85679,GameB,66,1,0.9009998"
10.05.2020,"85679,GameB,67,0,1.0845"
10.05.2020,"85679,GameB,68,1,0.8009001"
10.05.2020,"85679,GameB,69,0,1.0678"
10.05.2020,"85679,GameB,70,0,1.1179"
10.05.2020,"85679,GameB,71,1,0.8321002"
10.05.2020,"85679,GameB,72,1,1.002"
10.05.2020,"85679,GameB,73,0,0.9344002"
10.05.2020,"85679,GameB,74,0,0.9343002"
10.05.2020,"85679,GameC,0,1,4.454996"
10.05.2020,"85679,GameC,1,0,1.4015"
10.05.2020,"85679,GameC,2,1,1.918901"
10.05.2020,"85679,GameC,3,0,1.8521"
10.05.2020,"85679,GameC,4,0,1.0517"
10.05.2020,"85679,GameC,5,2,1.2681"
10.05.2020,"85679,GameC,6,3,1.0846"
10.05.2020,"85679,GameC,7,0,1.385601"
10.05.2020,"85679,GameC,8,2,1.352"
10.05.2020,"85679,GameC,9,3,1.635301"
10.05.2020,"85679,GameC,10,2,1.134801"
10.05.2020,"85679,GameC,11,1,1.689401"
10.05.2020,"85679,GameC,12,1,1.7687"
10.05.2020,"85679,GameC,13,1,2.4538"
10.05.2020,"85679,GameC,14,2,3.703999"
10.05.2020,"85679,GameC,15,0,1.518301"
10.05.2020,"85679,GameC,16,1,2.1024"
10.05.2020,"85679,GameC,17,0,1.619701"
10.05.2020,"85679,GameC,18,2,3.170701"
10.05.2020,"85679,GameC,19,1,1.2392"
10.05.2020,"85679,GameC,20,2,1.2748"
10.05.2020,"85679,GameC,21,1,1.4261"
10.05.2020,"85679,GameC,22,0,1.2268"
10.05.2020,"85679,GameC,23,1,1.275"
10.05.2020,"85679,GameC,24,3,1.4889"
10.05.2020,"85679,GameC,25,2,1.3279"
10.05.2020,"85679,GameC,26,2,1.3514"
10.05.2020,"85679,GameC,27,2,1.685001"
10.05.2020,"85679,GameC,28,3,1.6017"
10.05.2020,"85679,GameC,29,2,1.1851"
10.05.2020,"85679,GameC,30,0,1.5351"
10.05.2020,"85679,GameC,31,1,0.9509002"
10.05.2020,"85679,GameC,32,3,1.3682"
10.05.2020,"85679,GameC,33,0,1.0677"
10.05.2020,"85679,GameC,34,3,1.0845"
10.05.2020,"85679,GameC,35,2,1.3349"
10.05.2020,"85679,GameC,36,1,1.1345"
10.05.2020,"85679,GameC,37,0,1.334701"
10.05.2020,"85679,GameC,38,0,0.9010999"
10.05.2020,"85679,GameC,39,2,1.4517"
10.05.2020,"85679,GameC,40,0,1.5852"
10.05.2020,"85679,GameC,41,3,1.418"
10.05.2020,"5478,Q,0,0,33.46816"
10.05.2020,"5478,Q,1,5,33.46816"
10.05.2020,"5478,Q,2,3,33.46816"
10.05.2020,"5478,Q,3,0,35.80443"
10.05.2020,"15925,Q,0,0,8.060704"
10.05.2020,"15925,Q,1,4,8.060704"
10.05.2020,"15925,Q,2,4,8.060704"
10.05.2020,"5478,Q,5,0,14.79958"
10.05.2020,"15925,Q,3,0,25.49273"
10.05.2020,"5478,Q,6,0,8.570961"
10.05.2020,"15925,Q,4,0,5.238296"
10.05.2020,"5478,Q,7,0,6.352038"
10.05.2020,"15925,Q,5,0,4.17058"
10.05.2020,"15925,Q,6,0,4.003836"
10.05.2020,"15925,Q,7,0,4.637924"
10.05.2020,"15925,Q,8,0,3.470745"
10.05.2020,"5478,Q,8,0,14.49833"
10.05.2020,"15925,Q,9,0,3.4035"
10.05.2020,"15925,Q,10,0,5.071435"
10.05.2020,"15925,Q,11,0,4.070499"
10.05.2020,"5478,Q,9,0,12.19934"
10.05.2020,"5478,Q,10,0,23.28296"
10.05.2020,"15925,GameA,0,2,5.505565"
