10081,13095,15925,18698,20163,20763,21153,21572,22808,28313,30801,31634,40019,40691,41007,46195,48761,48825,51930,53197,53798,54066,54409,59414,66761,67514,7029,72137,72502,73585,75289,81052,81477,95266,95674,9623,9693,98173,994
2,2,1,3,2,3,2,3,3,1,,3,3,,1,3,2,3,3,3,2,2,3,1,1,3,3,2,1,3,3,3,3,1,2,3,1,3,3
2,2,3,2,2,1,2,2,3,2,1,1,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,3,2
2,2,2,2,2,3,2,2,2,2,2,1,1,3,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,2,,2,2
2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,,3,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,2,3,2,1,2,2
2,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,,3,2,2,2,2,2,2,1,2,1,2,2,2,1,2,,2,2,2,3,2,
2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,3,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,2,2,1,1,1,3,1,1,3,3,2,3,2,3,3,2,1,2,1,3,1,2,1,3,3,2,3,2,3,1,3,3,1,2,2,3,1,1
3,3,3,3,3,1,3,3,3,3,3,2,3,2,3,3,2,3,2,1,3,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,3,1,2
3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,,3,3,3,2,3,3
3,3,3,3,3,3,3,3,3,3,3,2,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,,3,3,3,2,3,3
3,3,3,3,3,3,3,2,3,,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,,3,3,3,3,3,3
3,3,3,3,3,3,3,1,3,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3
3,3,3,3,3,3,3,3,3,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,
1,3,1,1,2,1,2,2,2,1,3,1,1,3,2,1,3,2,3,2,2,1,3,1,1,3,1,2,1,3,1,1,3,1,1,1,3,1,1
