13029,15049,15096,15109,1786,25640,25917,26945,28682,3656,36615,39158,39818,50469,53532,54822,59590,61036,69935,75288,76220,80083,81218,85679,8778,90200,9025,9516,96963,98693
1,2,3,3,2,1,1,3,2,1,1,1,1,3,3,1,2,1,1,1,2,3,1,3,3,3,1,2,3,1
2,2,3,3,2,2,3,1,1,2,2,1,2,1,2,2,2,3,2,1,2,3,1,3,2,2,2,2,2,3
2,2,2,2,2,3,2,3,1,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2
2,,3,1,2,1,2,3,2,2,1,3,2,1,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2
2,,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,2
2,3,2,3,2,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2
2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
2,,3,3,3,2,3,2,3,3,2,2,1,3,1,1,2,2,1,3,3,3,1,3,3,1,2,3,1,3
3,,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3
3,,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,1,3,3,3,1,3,3,1,3,3,3,3
3,,3,3,3,2,3,2,3,3,3,3,3,3,1,3,2,2,3,3,3,3,1,3,3,2,3,3,3,3
3,,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,1,3,3,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,2,3,3,2,3,3,1,3,3,3,3
3,3,3,3,,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,2,3,3,3,3
3,3,3,3,2,2,3,3,3,3,3,,3,3,3,3,2,3,3,3,3,3,1,3,3,1,3,3,3,3
3,3,3,3,2,2,3,3,3,3,3,,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3
3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,3,1,1,3,2,3,1,2,3,1,2,1,2,1,2,3,2,1,3,1,1,2,2,1,2,1,1,2
1,1,1,1,1,3,2,2,1,1,3,1,1,1,1,1,2,2,1,1,3,1,1,1,3,1,2,1,1,1
3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,3,1,1,3,1,1,1,,1,2,1,1,1
1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,,1,1,3,1,1,1,2,1,2,1,1,1
1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,,1,1,3,1,1,1,2,1,1,1,1,1
1,1,2,2,1,1,2,3,1,1,1,,3,3,2,2,3,1,1,3,3,3,1,3,1,2,1,2,1,2
3,1,3,3,2,3,3,3,3,1,3,,3,3,2,3,3,1,3,3,3,3,3,3,1,3,2,3,3,3
3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3
3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3
3,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
3,3,2,3,2,3,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,2,2,2,2,1,2,3,2,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,2,3,1,2
3,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2
2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2
2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,2
2,,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,,2,2,2,2,2
3,1,2,1,1,3,1,3,1,3,3,1,3,2,3,3,2,2,3,3,3,3,3,1,,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,2,2,3,2,3,3,3
3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
3,3,1,1,3,3,3,3,3,3,3,,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2
2,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,3,1,3,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,2,2,2
2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2
2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,1,3,2,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2
2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,3,2,2,2,1,2,2,2,1,2
2,2,2,2,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,2,1,1,1,2,3,3,2,1,2,3,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1
2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,1
3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,,1,3,3,3,3
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,1,1,3,3,2,2,2,2,3,3,2,2,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
1,1,3,2,1,1,2,3,1,3,3,1,3,1,1,1,3,1,1,1,2,1,1,1,3,1,1,1,1,1
1,1,2,1,1,1,3,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1
1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
